fold_end,n_test,accuracy,auc,log_loss,home_win_baseline_acc
2020-08-29,2249,0.5802578923966207,0.6039036120084749,0.6757987253664495,0.53223654957759
2021-09-10,2265,0.5735099337748344,0.585574891403021,0.6792758645393617,0.5470198675496689
2022-09-20,2324,0.5761617900172117,0.6055958956996912,0.6753015144273293,0.5249569707401033
2023-09-22,2298,0.5500435161009574,0.5654413507649106,0.6860833608000433,0.5274151436031331
2024-09-25,2260,0.5619469026548672,0.5855778859767257,0.6806894936999124,0.5230088495575221
2025-09-28,2226,0.5566037735849056,0.5717946174163078,0.681176026926518,0.5426774483378257
